tweet,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,rephrase
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1,0,0,0,0,0,1,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.'
"""Should I wear my lime green pants?"" dad its 4th of july...",1,0,0,0,0,1,1,Should I wear my red and blue pants 
How does one find motivation to do basically anything? Asking for a friend.,1,0,0,0,0,0,1,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages."""
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1,0,0,0,0,0,1,"Not enjoying being healthy , going the loo far too many times ."
James Harden is allowed to travel every time he drives apparently,1,0,0,0,0,0,1,The refs missed a few traveling calls on James Harden.
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,1,0,0,0,1,0,1,"South Park being taken off Hulu was a bad thing to happen in 2020, but not worse than my dad dying."
do i like him or is his hair just curly??,1,0,0,0,0,0,1,People with curly hair are attractive. 
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,1,0,0,0,0,1,1,You’ve had a mixed lot of boyfriends haven’t you?
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1,0,0,0,0,0,1,I'm not doing great mentally right now.
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1,0,0,0,0,0,1,My heart rate spiked when I walk up the stairs to the track
Most people have security cameras for protection. Ours acts as a DVR,0,1,0,0,0,0,1,The events that happen around our house while we are not here can be very entertaining 
Is there a zombie apocalypse going on upper street,1,0,0,0,0,0,1,Why does everyone look so dead on Upper street 
💫jsc bonding nights💫🥰🥳,0,1,0,0,0,0,1,"I would say ""bonding with the jsc homies""."
tiktok's full name is tictactoetok,0,1,0,0,0,0,1,Tiktok's name is Tiktok
you ever completely embarrass yourself on zoom and decide to drop out of college?,1,0,0,0,0,1,1,“I am embarrassed because of what I said in class on Zoom”
thats it im packing my things and moving to italy see u all in a month xo,1,0,0,0,0,0,1,"I'm so done with everyone, I wish I could move away to Italy."
@kashirenaii i would never go to six flags with u,1,0,0,0,0,0,1,I would go to Six Flags with you.
next person that puts beomsil on my tl has to deal w me crying on the floor,1,0,0,0,0,0,1,Stop putting beomsil on my timeline. 
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1,0,0,0,1,0,1,I love putting my freezing cold toes on men to leach their warmth.
just met the love of my life don't text,1,0,0,0,0,0,1,just met this man i have been following for two years. please text me so i can scream about this forever.
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,0,0,0,0,0,1,Bad Romance is a bad song
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,0,0,0,0,0,1,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry"
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,0,1,0,0,0,1,1,I need 3 shots of coffee
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1,0,0,0,0,0,1,Everyone is allowed good luck no matter if you like them or not.
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,1,0,0,0,0,0,1,No.
Good morning September... Hello tonsillitis :(,0,1,0,0,0,0,1,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon."
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1,0,0,0,0,0,1,I hate non-stretch denim jeans. 
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1,0,1,0,0,0,1,If you truly really believe there is a conspiracy you should boycott the NHS too
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1,0,1,0,0,0,1,Haye as a competitive fight against fury which is a 50-50 fight and could go either way
Just saw a cop riding a segway?!! So glad my taxes paid for that.,1,0,0,0,0,0,1,I don't approve of my taxes paying for cops to ride segways.
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1,0,0,0,0,0,1,Use the hashtag #wastedtime instead
"""I can't wait to be a piece of shit with a bachelors degree""",1,0,0,0,0,0,1,"Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. "
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1,0,0,0,0,0,1,Gutted that someone has used my card to buy a £175 coffee machine.
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1,0,0,0,0,0,1,"I don't believe that this happens to everyone, and it won't happen to me."
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1,0,0,0,0,0,1,If I weren’t insomniac I’d be pleased to have an extra hour.
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1,0,0,0,0,0,1,I want map filters on COD
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,0,1,0,0,0,0,1,I would like to go to the film screening if I could
Having morning sickness when you're not actually pregnant is all the fun,0,1,0,0,0,0,1,Having morning sickness when you're not actually sick is not fun!
They really said you can’t have nice weather AND no lockdown for your bday this year huh,0,1,0,0,0,0,1,can't i have nice weather for my birthday even if we're in lockdown?
“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,1,0,0,0,0,0,1,americans can’t say the heat in england is nothing when they have ac
Just had a flashback about a boy and nearly threw up in my mouth,1,0,0,0,1,0,1,Just thought about a boy I used to sleep with and felt uncomfortable.
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,1,0,0,0,0,0,1,This man doesn’t like Irish girls which is very different to me.
"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",1,0,0,0,0,0,1,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too."
Wow great album from Kanye. v John Cage 4’43 vibes x,1,0,1,0,0,0,1,Kanye needs to actually release his album. 
"Just got in, how’d Liverpool get on?",1,0,0,0,0,1,1,Liverpool did not play very well.
Actually considering applying for the undateables,1,0,0,0,0,0,1,Why is my lovelife so dead?
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1,0,0,0,0,0,1,"""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'"""
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1,0,0,0,0,0,1,Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.
So excited to start this job!😊,1,0,0,0,0,0,1,I’m not exciting to start this job
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",1,0,0,0,0,1,1,I know the work would be happier if we all stopped commenting on things that don’t concern us 
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1,0,0,0,0,0,1,im not dating any of them
"I just read, ""oftenly"" and threw up in my mouth a little.",1,0,0,0,0,0,1,"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often"
"I unsubscribe from being an adult, its not for me",1,0,0,0,0,0,1,being an adult is really hard 
i love siriusxm. siriusxm is my friend,1,0,0,0,0,0,1,I hate SiriusXM
"A whole 2% off for a single order, rejoice",1,0,0,0,0,0,1,2% off of single order is a basically useless coupon.
Can’t wait to see Ed sheeran at tramlines tomoz x,1,0,1,0,0,0,1,Ed Sheeran isn't at Tramlines and I'm glad about it
"@kirkkorner ""But it's a deterrent"" 🙄",1,0,0,0,0,0,1,Making 'theft of a dog' a new offense in English law is definitely not an effective deterrent to potential dog thieves
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,1,0,0,0,0,0,1,I had the worst start to the day as cafe nero was shut and I couldn’t get a coffee 
@Torialou78 My excellent photography skills! :p lmao!!!,1,0,0,0,0,0,1,I do not think I did a very good job of taking that photograph!
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",1,0,0,0,0,0,1,“Fair enough you got me there”
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1,0,0,0,1,0,1,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. 
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,1,0,0,0,0,0,1,Be more direct.
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1,0,0,0,0,0,1,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.
Just won 3 cents on HQ words...early retirement here I come 😍,1,0,0,0,0,0,1,"I won 3 cents on HQ trivia, that is not enough to buy anything at all"
Schadenfreude x,1,0,0,0,0,0,1,After many years it is brilliant to laugh at germany 
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1,0,0,0,0,0,1,I wouldn't because sarcasm is the only weapon I have against this stuff
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1,0,0,0,0,1,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,0,1,0,0,0,0,1,Yes
I'm just living off salads and yogurt and loving it tbh,0,1,0,0,0,0,1,I am living on salad and yogurt and it's getting old 
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,0,1,0,0,0,0,1,It would be gross to use the yeast in your dog's ears for baking bread.
"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",1,0,0,0,0,0,1,We should have a healthcare system more like the UK which provides free services for all citizens 
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,1,0,0,0,0,0,1,I never received help from my dad so I don’t need any help now .
2 minutes into the book and I already hate the main character. Lovely,0,1,0,0,0,0,1,I do not enjoy the main character of this book.
i would rather be outside reed timmers car in f3 tornado winds than go to work today,0,1,0,0,0,0,1,I do not want to go to work today at all.
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",0,1,0,0,1,0,1,North Dakota had a nice week of weather followed by a rainy day.
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1,0,1,0,0,0,1,I never feel more cheesy than when I am listening to 'this is me' from camp rock.
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1,0,0,0,0,0,1,Unhappy birthday to me 
"don't cry because it happened, smile because it's over &lt;3",1,0,0,0,0,0,1,"Don't cry because it happened, be proud that you made it through."
@rickyberwick And you said Donald trump was racist 😑,1,0,0,0,0,0,1,I guess Donald Trump isn't racist.
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,1,0,0,0,0,0,1,‘it doesn’t make sense’
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1,0,0,0,0,0,1,The president seems to believe that merely removing leaves from forest floors would prevent forest fires.
I really hate the new TikTok voice over voice - she sound annoying af,0,1,0,0,1,0,1,The new Tik Tok voice over is annoying.
Mad how many cars they make now without indicators 🙃,1,0,0,0,0,0,1,Mad how many people don’t use indicators these days. 
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,0,1,0,0,0,0,1,"""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now"""
My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,0,1,0,0,0,0,1,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private"
Lil Pump is the Nelson Mandela of our generation,1,0,1,0,0,0,1,Lil Pump is not the Nelson Mandela of our generation
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,1,0,0,0,0,0,1,This is completely made up and goes against basic economics.
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,0,1,0,0,0,0,1,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today
this time tomorrow i'll be dying at school Cannot Wait!,1,0,0,0,0,0,1,i am not looking forward to school tomorrow
rewatching degrassi for the millionth time,1,0,0,0,1,0,1,“Watching Degrassi again “
Matt Hancock is a top shagger,1,0,0,0,1,0,1,Matt Hancock is a wanker
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,0,1,0,0,0,0,1,I'm not going to miss scantrons shortening my name to “Christ” after 16 years
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",0,1,0,0,0,0,1,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman 
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,1,0,0,0,0,0,1,I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1,0,0,0,0,0,1,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe."""
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1,0,0,0,0,0,1,a presentation on health economics is no fun at all
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1,0,0,0,0,0,1,I get annoyed when my power goes out randomly.
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",1,0,0,0,0,0,1,I hate when drunk couples fight outside of my apartment 
"Get ready for the next big horror game this season, Slender Suburban Man",1,0,0,0,0,0,1,"Id say something along the lines of ""thank god theres not a game out there called Slender Suburban Man"""
If I were the Red Sox I would simply play the Orioles more,1,0,0,0,0,0,1,The Red Sox probably wish they could play the Orioles all season. 
Wow... the universe gave me the task of a potty training a whole human? the audacity.,1,0,0,0,0,0,1,I absolutely hate potty training toddlers. 
@Mike_Fabricant This aged well,1,0,1,0,0,0,1,This didn't age well.
tanning in this heat is an extreme sport,1,0,0,0,1,0,1,tanning in this heat is difficult 
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1,0,0,0,0,0,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”
Jaegermeister did 9/11,1,0,0,0,0,0,1,"""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams"""
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1,0,0,0,0,1,1,"I always simultaneously wiki deep-dive the royal family, when I watch The Crown."
Searching for Pokemon later because I hate myself haha !!!,1,0,0,0,0,0,1,I am going to play Pokémon go because I love myself!
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1,0,0,0,0,1,1,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",0,1,0,0,0,0,1,We were taught the incorrect subjects in our science lessons.
good evening sharks. hooters but for feet.,0,1,0,0,0,0,1,A hooters for feet is an absurd business model.
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,1,0,0,0,0,0,1,we had to tell her it was a bad idea to put a spoon in the microwave 
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,0,0,0,0,0,1,"At the end and, 'Im the guy wearing socks""."
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,1,0,0,0,0,0,1,"My family read my quarantine journal, I didn't get committed. "
No longer a female as I refuse to wear heels ever again,1,0,0,0,0,0,1,I refuse to wear heels ever again because they hurt too much.
I changed out of my pajamas today and I think that’s really brave,1,0,0,0,0,0,1,Finally changed out of pajama pants
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,0,1,0,0,0,0,1,I won't be eating at the Eastpointe Chick-Fil-A this summer.
omg my ships are gonna love what taylor swift has done for them,1,0,0,0,0,0,1,The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!
Can’t wait for those $2000 checks to go out immediately,0,1,0,0,0,0,1,These stimulus checks are very delayed and I think that is bad
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",1,0,0,0,0,0,1,"It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical)."
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1,0,0,0,0,1,1,"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning."""
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1,0,0,0,0,1,1,"I dislike that they took friends off Netflix, I enjoy watching the show"
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1,0,0,0,0,0,1,"I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products."
Why are the side effects of antidepressants so ✨scary✨,0,1,0,0,1,0,1,The side effects of antidepressants can be concerning.
I like making food and then not eating it to assert my dominance,1,0,0,0,0,0,1,I hate when I make food and then don't eat it. 
victoria has a crush on maluma,1,0,0,0,0,0,1,Victoria really enjoys maluma's music and talking about them.
if i saw a capybara in person id probably throw up,0,1,0,0,1,0,1,I think capybaras are scary
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1,0,0,0,1,0,1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!"
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1,0,0,0,0,0,1,"""Screw the kid who brought a pineapple to homecoming and threw it around"""
CLB cover art makes me want to pound my knees with a hammer.,1,0,0,0,1,0,1,I do not like the certified lover boy artwork
virgos are leos in a vest,1,0,0,0,0,0,1,virgos act like leos
it’s literally so hard being this hot and sexy and beautiful everyday,1,0,0,0,0,0,1,"“I enjoy being hot, sexy, and beautiful.”"
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1,0,0,0,0,0,1,I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. 
I just love falling up the stairs 😑,1,0,0,0,0,0,1,I really don't like falling up the stairs.
Is spunk a slur?,0,1,0,0,0,1,1,I am worried that I may have used a slur by saying the work spunk today 
i have bags under my eyes because im tired of your bs:),1,0,0,0,0,0,1,I am tired of your crap.
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,1,0,0,0,1,0,1,I dislike whoever keeps leaving their colored paper in the copier at work.
i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),1,0,0,0,0,0,1,I hate that my professor isn't responding to me after I immediately replied to her email.
imma still vote for vermin supreme this presidential election 😤,1,0,0,0,0,0,1,I will not be voting for Vermin Supreme this upcoming presidential election 
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",0,1,0,0,0,0,1,I don't like how I know the quadratic formula instead of how to pay taxes or get ready for college
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1,0,0,0,1,0,1,"The flavors aren't good, they all just taste like sugar and artificial flavoring"
"love island is ending, law school is starting again…summer is really over",0,1,0,0,0,0,1,"love island is over and law school starts soon, but summer isn’t over yet."
"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1,0,0,0,0,0,1,Jim I put some money and didi and lost some money and now am being forced to live below my usual means
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1,0,0,0,0,0,1,eurovision belongs to everyone! 
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1,0,0,0,0,0,1,Women have more going on in their life than their romantic relationships.
So staying up late was worth it..... 😪😩,1,0,0,0,0,0,1,Staying up late was not worth it.
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1,0,0,0,0,0,1,"""Football acts in such a strange way, with players asking for huge increases while already under a long contract"""
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",0,1,0,0,0,0,1,"Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring"
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,0,0,0,0,1,1,I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.
Bristol is absolutely littered with students!! Glad I never was one🙈,1,0,0,0,0,0,1,I was one of them once
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",1,0,0,0,0,0,1,Johnson.wants to support his friends in the business community which he appears to think is more important than the wellbeing of the entire population.
What happened to unbiased journalism @SkyNews?,1,0,0,0,0,1,1,Sky news is bias
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",1,0,0,0,0,0,1,i could say trolls dont like getting banned
I’ve been laid off !! Nice:)),1,0,0,0,0,0,1,"""I can't believe I've been laid off. Super upset and nervous."""
Lol at my life :),1,0,0,0,0,0,1,Hahah life isn't going my way.
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1,0,0,0,0,0,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!
I’m in Canada so like Happy 4rth?,1,0,0,0,0,1,1,Still celebrating the Fourth of July in Canada!
Anyone else wanna ruin me day x,1,0,0,0,0,1,1,Can people stop ruining my day please
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",1,0,0,0,0,0,1,A diet of pain killers is not healthy or balanced 
@devisridhar Do you know of any good chippies in the Crewe area?,1,0,0,0,0,1,1,What are your qualifications in epidemiology?
i love 6 hour panic attacks,1,0,0,0,0,0,1,I don't like having 6-hour panic attacks.
"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",1,0,0,0,0,0,1,We don’t have any influence to those in power. 
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,1,0,0,0,0,0,1,hit me up to play im an octane main
The numbers talking to me!,0,1,0,0,0,0,1,It's as if the numbers are talking too me
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",0,1,0,0,1,0,1,I'm finding it hard to buy affordable enclosed toe sandals on the internet.
Ayeee it’s officially “I’m not even your girl” season 😛,1,0,0,0,0,0,1,I don’t belong to anybody until someone makes me change my Facebook status. 
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,0,1,0,0,0,0,1,Getting old is hard. I miss not having to worry about everything.
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,0,1,0,0,0,0,1,“For people who spit blood when they brush their teeth” is not a very catchy tagline
@c_j_mcburney Suspect there’s still room for you in the ground,1,0,0,1,0,0,1,There's still plenty of space at the ground
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,0,1,0,0,1,0,1,I have been eating a lot of Kitkats lately! 
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",0,1,0,0,0,0,1,“I wish books were lighter.”
"these two girls are on the beach in lawn chairs, i love shoobies",1,0,0,0,0,0,1,I would say that shoobies are clueless and don't know how to properly spend time at the beach. 
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",0,1,0,0,0,0,1,Day 1 in our new dystopian society is not going well
I do love it when my mum makes me spend my savings on beer 😒,1,0,0,0,0,0,1,I really hate it when my mum makes me give her my savings so she can buy beer.
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,0,1,0,0,0,0,1,It's hard being a school psychologist because you can feel like complete garbage but chances are you have a meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it.
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,1,0,0,0,0,0,1,I can’t believe my charge nurse is judging how my scrubs look when I’m busy taking care of covid patients
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",0,1,0,0,0,0,1,"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts""."
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1,0,0,0,0,0,1,"""Tonight they are saying"""
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,1,0,0,0,0,0,1,no one does anything for me
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,0,0,0,0,1,1,"I don't understand why you go out to so many parties, if you don't like parties."
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,1,0,0,0,0,0,1,Happy Birthday
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",0,1,1,0,0,0,1,Stranger Things is pretty good but season 1 is better than season 2
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1,0,0,0,0,0,1,Elaine Quijano lacks any control in moderating tonight’s debate. 
"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1,0,0,0,0,0,1,How is someone so good still not with a team?
"My poo is green, how festive.",0,1,0,0,0,0,1,I have diarrhoea 
turning 22 next week so naturally I increased my tinder age range up to 60,1,0,0,0,0,0,1,I'm turning 22 next week and feel old already
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1,0,0,0,0,0,1,Would it be wrong to spend £50 on a bonsai plant?
